1, throttle, -1, -1
114, throttle, 6, 17:51:44.629
115, throttle, 7, 17:51:45.082
116, throttle, 9, 17:51:45.540
117, throttle, 11, 17:51:46.060
118, throttle, 16, 17:51:46.523
119, throttle, 10, 17:51:46.969
120, throttle, 6, 17:51:47.411
121, throttle, 15, 17:51:47.863
122, throttle, 11, 17:51:48.305
123, throttle, 14, 17:51:48.747
124, throttle, 0, 17:51:49.193
125, throttle, 8, 17:51:49.640
126, throttle, 9, 17:51:50.303
127, throttle, 8, 17:51:50.720
128, throttle, 13, 17:51:51.185
129, throttle, 8, 17:51:51.640
130, throttle, 0, 17:51:52.088
131, throttle, 6, 17:51:52.549
132, throttle, 5, 17:51:53.246
133, throttle, 8, 17:51:53.696
134, throttle, 17, 17:51:54.152
135, throttle, 0, 17:51:54.558
136, throttle, 8, 17:51:54.980
137, throttle, 11, 17:51:55.421
138, throttle, 9, 17:51:55.864
139, throttle, 3, 17:51:56.714
140, throttle, 8, 17:51:57.161
141, throttle, 3, 17:51:57.617
142, throttle, 11, 17:51:58.048
143, throttle, 15, 17:51:58.504
144, throttle, 2, 17:51:58.948
145, throttle, 3, 17:51:59.404
146, throttle, 14, 17:51:59.856
147, throttle, 5, 17:52:00.327
148, throttle, 5, 17:52:00.766
149, throttle, 5, 17:52:01.208
150, throttle, 8, 17:52:01.656
151, throttle, 5, 17:52:02.375
152, throttle, 5, 17:52:02.788
153, throttle, 7, 17:52:03.232
154, throttle, 14, 17:52:03.777
155, throttle, 6, 17:52:04.244
156, throttle, 8, 17:52:04.693
157, throttle, 5, 17:52:05.137
158, throttle, 10, 17:52:05.778
159, throttle, 11, 17:52:06.287
160, throttle, 11, 17:52:06.845
161, throttle, 9, 17:52:07.349
162, throttle, 0, 17:52:07.799
163, throttle, 11, 17:52:08.244
164, throttle, 2, 17:52:08.886
165, throttle, 0, 17:52:09.360
166, throttle, 8, 17:52:09.799
167, throttle, 10, 17:52:10.237
168, throttle, 0, 17:52:10.674
169, throttle, 0, 17:52:11.115
170, throttle, 11, 17:52:11.562
171, throttle, 0, 17:52:12.027
172, throttle, 0, 17:52:12.457
173, throttle, 13, 17:52:12.911
174, throttle, 6, 17:52:13.357
175, throttle, 0, 17:52:13.926
176, throttle, 3, 17:52:14.687
177, throttle, 11, 17:52:15.110
178, throttle, 0, 17:52:15.549
179, throttle, 0, 17:52:15.992
180, throttle, 5, 17:52:16.454
181, throttle, 8, 17:52:16.899
182, throttle, 3, 17:52:17.346
183, throttle, 4, 17:52:17.785
184, throttle, 3, 17:52:18.266
185, throttle, 3, 17:52:18.714
186, throttle, 6, 17:52:19.180
187, throttle, 2, 17:52:19.618
188, throttle, 6, 17:52:20.065
189, throttle, 4, 17:52:20.752
190, throttle, 9, 17:52:21.195
191, throttle, 15, 17:52:21.647
192, throttle, 5, 17:52:22.084
193, throttle, 9, 17:52:22.526
194, throttle, 7, 17:52:22.968
195, throttle, 9, 17:52:23.411
196, throttle, 4, 17:52:23.852
197, throttle, 5, 17:52:24.482
198, throttle, 9, 17:52:24.922
199, throttle, 6, 17:52:25.363
200, throttle, 3, 17:52:25.810
201, throttle, 4, 17:52:26.511
202, throttle, 4, 17:52:26.960
203, throttle, 3, 17:52:27.404
204, throttle, 0, 17:52:27.814
205, throttle, 2, 17:52:28.222
206, throttle, 6, 17:52:28.625
207, throttle, 6, 17:52:29.041
208, throttle, 9, 17:52:29.489
209, throttle, 8, 17:52:29.936
210, throttle, 11, 17:52:30.379
211, throttle, 9, 17:52:30.825
212, throttle, 4, 17:52:31.263
213, throttle, 8, 17:52:31.707
214, throttle, 6, 17:52:32.365
215, throttle, 3, 17:52:32.774
216, throttle, 8, 17:52:33.179
217, throttle, 12, 17:52:33.637
218, throttle, 1, 17:52:34.091
219, throttle, 0, 17:52:34.745
220, throttle, 1, 17:52:35.210
221, throttle, 8, 17:52:35.653
222, throttle, 13, 17:52:36.112
223, throttle, 8, 17:52:36.576
1, rpm, -1, -1
2, rpm, -1, -1
3, rpm, -1, -1
4, rpm, -1, -1
5, rpm, -1, -1
6, rpm, -1, -1
7, rpm, -1, -1
8, rpm, -1, -1
9, rpm, -1, -1
10, rpm, -1, -1
11, rpm, -1, -1
12, rpm, -1, -1
13, rpm, -1, -1
14, rpm, -1, -1
15, rpm, -1, -1
16, rpm, -1, -1
17, rpm, -1, -1
18, rpm, -1, -1
19, rpm, -1, -1
20, rpm, -1, -1
21, rpm, -1, -1
22, rpm, -1, -1
23, rpm, -1, -1
24, rpm, -1, -1
25, rpm, -1, -1
26, rpm, -1, -1
27, rpm, -1, -1
28, rpm, 2, 17:51:03.427
29, rpm, 2, 17:51:03.427
30, rpm, 42, 17:51:04.314
31, rpm, 49, 17:51:04.755
32, rpm, 52, 17:51:05.192
33, rpm, 52, 17:51:05.192
34, rpm, 57, 17:51:06.103
35, rpm, 55, 17:51:06.553
36, rpm, 53, 17:51:06.990
37, rpm, 51, 17:51:07.434
38, rpm, 49, 17:51:07.998
39, rpm, 47, 17:51:08.666
40, rpm, 47, 17:51:08.666
41, rpm, 45, 17:51:09.549
42, rpm, 42, 17:51:09.987
43, rpm, 42, 17:51:09.987
44, rpm, 40, 17:51:10.864
45, rpm, 40, 17:51:10.864
46, rpm, 38, 17:51:11.871
47, rpm, 35, 17:51:12.331
48, rpm, 35, 17:51:12.331
49, rpm, 35, 17:51:12.331
50, rpm, 33, 17:51:13.656
51, rpm, 30, 17:51:14.287
52, rpm, 30, 17:51:14.287
53, rpm, 30, 17:51:14.287
54, rpm, 26, 17:51:15.610
55, rpm, 26, 17:51:15.610
56, rpm, 26, 17:51:15.610
57, rpm, 23, 17:51:16.946
58, rpm, 23, 17:51:16.946
59, rpm, 23, 17:51:16.946
60, rpm, 19, 17:51:18.267
61, rpm, 19, 17:51:18.267
62, rpm, 19, 17:51:18.267
63, rpm, 19, 17:51:18.267
64, rpm, 14, 17:51:20.252
65, rpm, 14, 17:51:20.252
66, rpm, 14, 17:51:20.252
67, rpm, 14, 17:51:20.252
68, rpm, 14, 17:51:20.252
69, rpm, 14, 17:51:20.252
70, rpm, 14, 17:51:20.252
71, rpm, 14, 17:51:20.252
72, rpm, 14, 17:51:20.252
73, rpm, 14, 17:51:20.252
74, rpm, 14, 17:51:20.252
75, rpm, 14, 17:51:20.252
76, rpm, 14, 17:51:20.252
77, rpm, 14, 17:51:20.252
78, rpm, 14, 17:51:20.252
79, rpm, 14, 17:51:20.252
80, rpm, 14, 17:51:20.252
81, rpm, 14, 17:51:20.252
82, rpm, 14, 17:51:20.252
83, rpm, 14, 17:51:20.252
84, rpm, 14, 17:51:20.252
85, rpm, 14, 17:51:20.252
86, rpm, 14, 17:51:20.252
87, rpm, 14, 17:51:20.252
88, rpm, 14, 17:51:20.252
89, rpm, 14, 17:51:20.252
90, rpm, 14, 17:51:20.252
91, rpm, 14, 17:51:20.252
92, rpm, 14, 17:51:20.252
93, rpm, 14, 17:51:20.252
94, rpm, 14, 17:51:20.252
95, rpm, 14, 17:51:20.252
96, rpm, 14, 17:51:20.252
97, rpm, 14, 17:51:20.252
98, rpm, 14, 17:51:20.252
99, rpm, 14, 17:51:20.252
100, rpm, 14, 17:51:20.252
101, rpm, 14, 17:51:20.252
102, rpm, 14, 17:51:20.252
103, rpm, 14, 17:51:20.252
104, rpm, 14, 17:51:20.252
105, rpm, 14, 17:51:20.252
106, rpm, 14, 17:51:20.252
107, rpm, 14, 17:51:20.252
108, rpm, 14, 17:51:20.252
109, rpm, 14, 17:51:20.252
110, rpm, 14, 17:51:20.252
111, rpm, 14, 17:51:20.252
112, rpm, 14, 17:51:20.252
113, rpm, 14, 17:51:20.252
114, rpm, 14, 17:51:20.252
115, rpm, 14, 17:51:20.252
116, rpm, 14, 17:51:20.252
117, rpm, 14, 17:51:20.252
118, rpm, 14, 17:51:20.252
119, rpm, 14, 17:51:20.252
120, rpm, 1, 17:51:47.411
121, rpm, 1, 17:51:47.411
122, rpm, 1, 17:51:47.411
123, rpm, 23, 17:51:48.747
124, rpm, 23, 17:51:48.747
125, rpm, 23, 17:51:48.747
126, rpm, 20, 17:51:50.303
127, rpm, 20, 17:51:50.303
128, rpm, 20, 17:51:50.303
129, rpm, 20, 17:51:50.303
130, rpm, 15, 17:51:52.088
131, rpm, 15, 17:51:52.088
132, rpm, 15, 17:51:52.088
133, rpm, 15, 17:51:52.088
134, rpm, 15, 17:51:52.088
135, rpm, 15, 17:51:52.088
136, rpm, 15, 17:51:52.088
137, rpm, 15, 17:51:52.088
138, rpm, 8, 17:51:55.864
139, rpm, 8, 17:51:55.864
140, rpm, 8, 17:51:55.864
141, rpm, 8, 17:51:55.864
142, rpm, 8, 17:51:55.864
143, rpm, 8, 17:51:55.864
144, rpm, 8, 17:51:55.864
145, rpm, 8, 17:51:55.864
146, rpm, 8, 17:51:55.864
147, rpm, 8, 17:51:55.864
148, rpm, 8, 17:51:55.864
149, rpm, 8, 17:51:55.864
150, rpm, 8, 17:51:55.864
151, rpm, 8, 17:51:55.864
152, rpm, 8, 17:51:55.864
153, rpm, 8, 17:51:55.864
154, rpm, 8, 17:51:55.864
155, rpm, 8, 17:51:55.864
156, rpm, 8, 17:51:55.864
157, rpm, 8, 17:51:55.864
158, rpm, 8, 17:51:55.864
159, rpm, 8, 17:51:55.864
160, rpm, 2, 17:52:06.845
161, rpm, 2, 17:52:06.845
162, rpm, 34, 17:52:07.799
163, rpm, 34, 17:52:07.799
164, rpm, 32, 17:52:08.886
165, rpm, 32, 17:52:08.886
166, rpm, 29, 17:52:09.799
167, rpm, 29, 17:52:09.799
168, rpm, 25, 17:52:10.674
169, rpm, 25, 17:52:10.674
170, rpm, 25, 17:52:10.674
171, rpm, 22, 17:52:12.027
172, rpm, 22, 17:52:12.027
173, rpm, 22, 17:52:12.027
174, rpm, 22, 17:52:12.027
175, rpm, 17, 17:52:13.926
176, rpm, 17, 17:52:13.926
177, rpm, 17, 17:52:13.926
178, rpm, 17, 17:52:13.926
179, rpm, 17, 17:52:13.926
180, rpm, 12, 17:52:16.454
181, rpm, 12, 17:52:16.454
182, rpm, 12, 17:52:16.454
183, rpm, 12, 17:52:16.454
184, rpm, 12, 17:52:16.454
185, rpm, 12, 17:52:16.454
186, rpm, 12, 17:52:16.454
187, rpm, 12, 17:52:16.454
188, rpm, 12, 17:52:16.454
189, rpm, 12, 17:52:16.454
190, rpm, 12, 17:52:16.454
191, rpm, 12, 17:52:16.454
192, rpm, 12, 17:52:16.454
193, rpm, 12, 17:52:16.454
194, rpm, 12, 17:52:16.454
195, rpm, 12, 17:52:16.454
196, rpm, 12, 17:52:16.454
197, rpm, 12, 17:52:16.454
198, rpm, 12, 17:52:16.454
199, rpm, 12, 17:52:16.454
200, rpm, 12, 17:52:16.454
201, rpm, 12, 17:52:16.454
202, rpm, 12, 17:52:16.454
203, rpm, 12, 17:52:16.454
204, rpm, 12, 17:52:16.454
205, rpm, 12, 17:52:16.454
206, rpm, 12, 17:52:16.454
207, rpm, 12, 17:52:16.454
208, rpm, 12, 17:52:16.454
209, rpm, 12, 17:52:16.454
210, rpm, 12, 17:52:16.454
211, rpm, 12, 17:52:16.454
212, rpm, 12, 17:52:16.454
213, rpm, 12, 17:52:16.454
214, rpm, 12, 17:52:16.454
215, rpm, 12, 17:52:16.454
216, rpm, 12, 17:52:16.454
217, rpm, 12, 17:52:16.454
218, rpm, 12, 17:52:16.454
219, rpm, 12, 17:52:16.454
220, rpm, 12, 17:52:16.454
221, rpm, 12, 17:52:16.454
222, rpm, 12, 17:52:16.454
223, rpm, 12, 17:52:16.454
1, Current, -1, -1
2, Current, -1, -1
3, Current, -1, -1
4, Current, 3.28, 17:50:51.960
5, Current, 3.34, 17:50:52.419
6, Current, 3.35, 17:50:52.864
7, Current, 3.37, 17:50:53.316
8, Current, 3.42, 17:50:53.767
9, Current, 3.57, 17:50:54.216
10, Current, 3.56, 17:50:54.664
11, Current, 3.6, 17:50:55.085
12, Current, 3.49, 17:50:55.525
13, Current, 3.59, 17:50:56.014
14, Current, 3.59, 17:50:56.739
15, Current, 3.57, 17:50:57.186
16, Current, 3.55, 17:50:57.637
17, Current, 3.49, 17:50:58.118
18, Current, 3.49, 17:50:58.578
19, Current, 3.57, 17:50:58.996
20, Current, 3.55, 17:50:59.420
21, Current, 3.42, 17:50:59.885
22, Current, 3.58, 17:51:00.343
23, Current, 3.61, 17:51:00.802
24, Current, 3.43, 17:51:01.491
25, Current, 3.49, 17:51:01.934
26, Current, 3.63, 17:51:02.619
27, Current, 3.53, 17:51:03.016
28, Current, 3.37, 17:51:03.427
29, Current, 3.42, 17:51:03.870
30, Current, 3.5, 17:51:04.314
31, Current, 3.37, 17:51:04.755
32, Current, 3.41, 17:51:05.192
33, Current, 3.37, 17:51:05.659
34, Current, 3.35, 17:51:06.103
35, Current, 3.43, 17:51:06.553
36, Current, 3.32, 17:51:06.990
37, Current, 3.35, 17:51:07.434
38, Current, 3.52, 17:51:07.998
39, Current, 3.35, 17:51:08.666
40, Current, 3.46, 17:51:09.102
41, Current, 3.39, 17:51:09.549
42, Current, 3.38, 17:51:09.987
43, Current, 3.56, 17:51:10.435
44, Current, 3.5, 17:51:10.864
45, Current, 3.63, 17:51:11.303
46, Current, 3.42, 17:51:11.871
47, Current, 3.55, 17:51:12.331
48, Current, 3.5, 17:51:12.768
49, Current, 3.57, 17:51:13.208
50, Current, 3.4, 17:51:13.656
51, Current, 3.58, 17:51:14.287
52, Current, 3.62, 17:51:14.734
53, Current, 3.46, 17:51:15.177
54, Current, 3.61, 17:51:15.610
55, Current, 3.4, 17:51:16.054
56, Current, 3.37, 17:51:16.502
57, Current, 3.58, 17:51:16.946
58, Current, 3.38, 17:51:17.386
59, Current, 3.46, 17:51:17.822
60, Current, 3.43, 17:51:18.267
61, Current, 3.34, 17:51:18.709
62, Current, 3.57, 17:51:19.150
63, Current, 3.55, 17:51:19.598
64, Current, 3.45, 17:51:20.252
65, Current, 3.34, 17:51:20.696
66, Current, 3.42, 17:51:21.142
67, Current, 3.57, 17:51:21.578
68, Current, 3.38, 17:51:22.153
69, Current, 3.37, 17:51:22.707
70, Current, 3.51, 17:51:23.154
71, Current, 3.45, 17:51:23.599
72, Current, 3.38, 17:51:24.029
73, Current, 3.54, 17:51:24.461
74, Current, 3.28, 17:51:24.906
75, Current, 3.42, 17:51:25.344
76, Current, 3.44, 17:51:25.998
77, Current, 3.43, 17:51:26.398
78, Current, 3.53, 17:51:26.826
79, Current, 3.43, 17:51:27.296
80, Current, 3.55, 17:51:27.748
81, Current, 3.51, 17:51:28.199
82, Current, 3.38, 17:51:28.635
83, Current, 3.43, 17:51:29.074
84, Current, 3.37, 17:51:29.541
85, Current, 3.4, 17:51:29.974
86, Current, 3.53, 17:51:30.485
87, Current, 3.54, 17:51:30.976
88, Current, 3.82, 17:51:31.417
89, Current, 3.48, 17:51:32.764
90, Current, 3.36, 17:51:33.210
91, Current, 3.36, 17:51:33.663
92, Current, 3.36, 17:51:34.113
93, Current, 3.41, 17:51:34.577
94, Current, 3.33, 17:51:35.016
95, Current, 3.37, 17:51:35.474
96, Current, 3.51, 17:51:35.930
97, Current, 3.34, 17:51:36.436
98, Current, 3.4, 17:51:36.881
99, Current, 3.41, 17:51:37.330
100, Current, 3.5, 17:51:37.776
101, Current, 3.41, 17:51:38.385
102, Current, 3.55, 17:51:38.831
103, Current, 3.55, 17:51:39.276
104, Current, 3.46, 17:51:39.831
105, Current, 3.53, 17:51:40.273
106, Current, 3.49, 17:51:40.728
107, Current, 3.4, 17:51:41.193
108, Current, 3.57, 17:51:41.633
109, Current, 3.38, 17:51:42.073
110, Current, 3.46, 17:51:42.507
111, Current, 3.37, 17:51:43.078
112, Current, 3.39, 17:51:43.525
113, Current, 3.44, 17:51:43.963
114, Current, 3.37, 17:51:44.629
115, Current, 3.35, 17:51:45.082
116, Current, 3.37, 17:51:45.540
117, Current, 3.35, 17:51:46.060
118, Current, 3.45, 17:51:46.523
119, Current, 3.56, 17:51:46.969
120, Current, 3.34, 17:51:47.411
121, Current, 3.36, 17:51:47.863
122, Current, 3.35, 17:51:48.305
123, Current, 3.33, 17:51:48.747
124, Current, 3.39, 17:51:49.193
125, Current, 3.4, 17:51:49.640
126, Current, 3.55, 17:51:50.303
127, Current, 3.54, 17:51:50.720
128, Current, 3.48, 17:51:51.185
129, Current, 3.4, 17:51:51.640
130, Current, 3.57, 17:51:52.088
131, Current, 3.35, 17:51:52.549
132, Current, 3.49, 17:51:53.246
133, Current, 3.36, 17:51:53.696
134, Current, 3.63, 17:51:54.152
135, Current, 3.55, 17:51:54.558
136, Current, 3.38, 17:51:54.980
137, Current, 3.51, 17:51:55.421
138, Current, 3.35, 17:51:55.864
139, Current, 3.35, 17:51:56.714
140, Current, 3.36, 17:51:57.161
141, Current, 3.35, 17:51:57.617
142, Current, 3.3, 17:51:58.048
143, Current, 3.45, 17:51:58.504
144, Current, 3.48, 17:51:58.948
145, Current, 3.51, 17:51:59.404
146, Current, 3.32, 17:51:59.856
147, Current, 3.37, 17:52:00.327
148, Current, 3.41, 17:52:00.766
149, Current, 3.38, 17:52:01.208
150, Current, 3.44, 17:52:01.656
151, Current, 3.74, 17:52:02.375
152, Current, 3.51, 17:52:02.788
153, Current, 3.58, 17:52:03.232
154, Current, 3.5, 17:52:03.777
155, Current, 3.52, 17:52:04.244
156, Current, 3.55, 17:52:04.693
157, Current, 3.64, 17:52:05.137
158, Current, 3.62, 17:52:05.778
159, Current, 3.54, 17:52:06.287
160, Current, 3.67, 17:52:06.845
161, Current, 3.6, 17:52:07.349
162, Current, 3.69, 17:52:07.799
163, Current, 3.49, 17:52:08.244
164, Current, 3.41, 17:52:08.886
165, Current, 3.6, 17:52:09.360
166, Current, 3.4, 17:52:09.799
167, Current, 3.6, 17:52:10.237
168, Current, 3.39, 17:52:10.674
169, Current, 3.45, 17:52:11.115
170, Current, 3.35, 17:52:11.562
171, Current, 3.41, 17:52:12.027
172, Current, 3.61, 17:52:12.457
173, Current, 3.41, 17:52:12.911
174, Current, 3.75, 17:52:13.357
175, Current, 3.51, 17:52:13.926
176, Current, 3.58, 17:52:14.687
177, Current, 3.34, 17:52:15.110
178, Current, 3.58, 17:52:15.549
179, Current, 3.49, 17:52:15.992
180, Current, 3.47, 17:52:16.454
181, Current, 3.45, 17:52:16.899
182, Current, 3.38, 17:52:17.346
183, Current, 3.5, 17:52:17.785
184, Current, 3.4, 17:52:18.266
185, Current, 3.36, 17:52:18.714
186, Current, 3.36, 17:52:19.180
187, Current, 3.37, 17:52:19.618
188, Current, 3.53, 17:52:20.065
189, Current, 3.38, 17:52:20.752
190, Current, 3.36, 17:52:21.195
191, Current, 3.37, 17:52:21.647
192, Current, 3.56, 17:52:22.084
193, Current, 3.32, 17:52:22.526
194, Current, 3.5, 17:52:22.968
195, Current, 3.37, 17:52:23.411
196, Current, 3.93, 17:52:23.852
197, Current, 3.41, 17:52:24.482
198, Current, 3.54, 17:52:24.922
199, Current, 3.36, 17:52:25.363
200, Current, 3.4, 17:52:25.810
201, Current, 3.38, 17:52:26.511
202, Current, 3.38, 17:52:26.960
203, Current, 3.65, 17:52:27.404
204, Current, 3.55, 17:52:27.814
205, Current, 3.7, 17:52:28.222
206, Current, 3.47, 17:52:28.625
207, Current, 3.42, 17:52:29.041
208, Current, 3.32, 17:52:29.489
209, Current, 3.52, 17:52:29.936
210, Current, 3.31, 17:52:30.379
211, Current, 3.42, 17:52:30.825
212, Current, 3.52, 17:52:31.263
213, Current, 3.6, 17:52:31.707
214, Current, 3.43, 17:52:32.365
215, Current, 3.5, 17:52:32.774
216, Current, 3.4, 17:52:33.179
217, Current, 3.29, 17:52:33.637
218, Current, 3.86, 17:52:34.091
219, Current, 3.55, 17:52:34.745
220, Current, 3.32, 17:52:35.210
221, Current, 3.35, 17:52:35.653
222, Current, 3.31, 17:52:36.112
223, Current, 3.43, 17:52:36.576
1, Current, -1, -1
2, Current, -1, -1
3, Current, -1, -1
4, Current, 1.21, 17:50:51.960
5, Current, 1.22, 17:50:52.419
6, Current, 1.24, 17:50:52.864
7, Current, 1.21, 17:50:53.316
8, Current, 1.25, 17:50:53.767
9, Current, 1.26, 17:50:54.216
10, Current, 1.35, 17:50:54.664
11, Current, 1.22, 17:50:55.085
12, Current, 1.21, 17:50:55.525
13, Current, 1.22, 17:50:56.014
14, Current, 1.23, 17:50:56.739
15, Current, 1.2, 17:50:57.186
16, Current, 1.2, 17:50:57.637
17, Current, 1.25, 17:50:58.118
18, Current, 1.24, 17:50:58.578
19, Current, 1.33, 17:50:58.996
20, Current, 1.25, 17:50:59.420
21, Current, 1.22, 17:50:59.885
22, Current, 1.19, 17:51:00.343
23, Current, 1.24, 17:51:00.802
24, Current, 1.27, 17:51:01.491
25, Current, 1.28, 17:51:01.934
26, Current, 1.32, 17:51:02.619
27, Current, 1.3, 17:51:03.016
28, Current, 1.26, 17:51:03.427
29, Current, 1.23, 17:51:03.870
30, Current, 1.2, 17:51:04.314
31, Current, 1.25, 17:51:04.755
32, Current, 1.23, 17:51:05.192
33, Current, 1.23, 17:51:05.659
34, Current, 1.22, 17:51:06.103
35, Current, 1.23, 17:51:06.553
36, Current, 1.21, 17:51:06.990
37, Current, 1.22, 17:51:07.434
38, Current, 1.28, 17:51:07.998
39, Current, 1.27, 17:51:08.666
40, Current, 1.2, 17:51:09.102
41, Current, 1.22, 17:51:09.549
42, Current, 1.22, 17:51:09.987
43, Current, 1.21, 17:51:10.435
44, Current, 1.21, 17:51:10.864
45, Current, 1.21, 17:51:11.303
46, Current, 1.22, 17:51:11.871
47, Current, 1.2, 17:51:12.331
48, Current, 1.22, 17:51:12.768
49, Current, 1.21, 17:51:13.208
50, Current, 1.24, 17:51:13.656
51, Current, 1.2, 17:51:14.287
52, Current, 1.21, 17:51:14.734
53, Current, 1.25, 17:51:15.177
54, Current, 1.22, 17:51:15.610
55, Current, 1.21, 17:51:16.054
56, Current, 1.21, 17:51:16.502
57, Current, 1.21, 17:51:16.946
58, Current, 1.23, 17:51:17.386
59, Current, 1.23, 17:51:17.822
60, Current, 1.23, 17:51:18.267
61, Current, 1.22, 17:51:18.709
62, Current, 1.22, 17:51:19.150
63, Current, 1.26, 17:51:19.598
64, Current, 1.2, 17:51:20.252
65, Current, 1.22, 17:51:20.696
66, Current, 1.21, 17:51:21.142
67, Current, 1.19, 17:51:21.578
68, Current, 1.24, 17:51:22.153
69, Current, 1.18, 17:51:22.707
70, Current, 1.19, 17:51:23.154
71, Current, 1.22, 17:51:23.599
72, Current, 1.23, 17:51:24.029
73, Current, 1.2, 17:51:24.461
74, Current, 1.22, 17:51:24.906
75, Current, 1.26, 17:51:25.344
76, Current, 1.27, 17:51:25.998
77, Current, 1.22, 17:51:26.398
78, Current, 1.2, 17:51:26.826
79, Current, 1.19, 17:51:27.296
80, Current, 1.2, 17:51:27.748
81, Current, 1.2, 17:51:28.199
82, Current, 1.24, 17:51:28.635
83, Current, 1.2, 17:51:29.074
84, Current, 1.24, 17:51:29.541
85, Current, 1.22, 17:51:29.974
86, Current, 1.19, 17:51:30.485
87, Current, 1.2, 17:51:30.976
88, Current, 1.21, 17:51:31.417
89, Current, 1.22, 17:51:32.764
90, Current, 1.24, 17:51:33.210
91, Current, 1.24, 17:51:33.663
92, Current, 1.21, 17:51:34.113
93, Current, 1.23, 17:51:34.577
94, Current, 1.22, 17:51:35.016
95, Current, 1.22, 17:51:35.474
96, Current, 1.19, 17:51:35.930
97, Current, 1.2, 17:51:36.436
98, Current, 1.22, 17:51:36.881
99, Current, 1.23, 17:51:37.330
100, Current, 1.2, 17:51:37.776
101, Current, 1.25, 17:51:38.385
102, Current, 1.21, 17:51:38.831
