1	0	31	2	0.30	0.97	0	0.0	00422.578094	5159.967549	0.007483959198	02:45:52.727
2	0	31	2	0.30	0.97	0	0.0	00422.578094	5159.967549	0.0062689781189	02:45:52.734
3	0	31	2	0.30	0.97	0	0.0	00422.578094	5159.967550	0.00632309913635	02:45:52.741
4	0	31	2	0.30	0.97	0	0.0	00422.578093	5159.967549	0.00636315345764	02:45:52.747
5	0	31	2	0.30	0.97	0	0.0	00422.578093	5159.967549	0.00028395652771	02:45:52.753
6	0	31	2	0.30	0.97	0	0.0	00422.578093	5159.967549	0.000231981277466	02:45:52.754
7	0	31	2	0.30	0.97	0	0.0	00422.578093	5159.967549	0.000221967697144	02:45:52.754
8	0	31	2	0.30	0.97	0	0.0	00422.578093	5159.967549	0.000220060348511	02:45:52.754
9	0	31	2	0.30	0.97	0	0.0	00422.578093	5159.967549	0.000227928161621	02:45:52.754
10	0	31	2	0.30	0.97	0	0.0	00422.578093	5159.967549	0.000226974487305	02:45:52.755
11	0	31	2	0.30	0.97	0	0.0	00422.578093	5159.967549	0.000220060348511	02:45:52.755
12	0	31	2	0.30	0.97	0	0.0	00422.578093	5159.967549	0.000230073928833	02:45:52.755
13	0	31	2	0.30	0.97	0	0.0	00422.578093	5159.967549	0.000223875045776	02:45:52.755
14	0	31	2	0.30	0.97	0	0.0	00422.578093	5159.967549	0.000223875045776	02:45:52.756
15	0	31	2	0.30	0.97	0	0.0	00422.578093	5159.967549	0.000223159790039	02:45:52.756
16	0	31	2	0.30	0.97	0	0.0	00422.578093	5159.967549	0.000219821929932	02:45:52.756
17	0	31	2	0.30	0.97	0	0.0	00422.578093	5159.967549	0.000231027603149	02:45:52.756
18	0	31	2	0.30	0.97	0	0.0	00422.578093	5159.967549	0.000224113464355	02:45:52.757
19	0	31	2	0.30	0.97	0	0.0	00422.578093	5159.967549	0.000225067138672	02:45:52.757
20	0	31	2	0.30	0.97	0	0.0	00422.578093	5159.967549	0.00022292137146	02:45:52.757
21	0	31	2	0.30	0.97	0	0.0	00422.578093	5159.967549	0.000221014022827	02:45:52.757
22	0	31	2	0.30	0.97	0	0.0	00422.578093	5159.967549	0.000223159790039	02:45:52.758
