0	0	0	0.00	0.12	0	0.0	00422.577462	5159.968017	0.00525999069214	01:57:07.525
0	0	0	0.00	0.12	0	0.0	00422.577462	5159.968017	0.00607180595398	01:57:07.530
0	0	0	0.00	0.12	0	0.0	00422.577462	5159.968016	0.514255046844	01:57:07.536
0	0	0	0.19	0.83	0	0.0	00422.577462	5159.968016	1.00167798996	01:57:08.051
0	0	0	0.26	0.90	0	0.0	00422.577462	5159.968015	0.998646020889	01:57:09.052
0	0	0	0.13	0.50	0	0.0	00422.577462	5159.968016	0.998867034912	01:57:10.051
0	0	0	0.04	0.15	0	0.0	00422.577462	5159.968016	0.999919176102	01:57:11.050
0	0	0	0.07	0.25	0	0.0	00422.577461	5159.968017	1.00189709663	01:57:12.050
0	0	0	0.07	0.19	0	0.0	00422.577462	5159.968017	0.998230934143	01:57:13.052
0	0	0	0.08	0.28	0	0.0	00422.577461	5159.968018	0.999912977219	01:57:14.050
0	0	0	0.06	0.21	0	0.0	00422.577460	5159.968018	1.01106095314	01:57:15.050
0	0	0	0.07	0.31	0	0.0	00422.577460	5159.968017	0.989446878433	01:57:16.061
0	0	0	0.06	0.18	0	0.0	00422.577459	5159.968017	0.99974489212	01:57:17.051
0	0	0	0.10	0.44	0	0.0	00422.577460	5159.968016	0.999081134796	01:57:18.050
0	0	0	0.05	0.10	0	0.0	00422.577460	5159.968016	0.999976873398	01:57:19.050
0	0	0	0.01	0.06	0	0.0	00422.577459	5159.968016	1.00134897232	01:57:20.050
0	0	0	-0.00	0.06	0	0.0	00422.577459	5159.968017	0.999574899673	01:57:21.051
0	0	0	0.03	0.18	0	0.0	00422.577459	5159.968016	0.999745130539	01:57:22.051
0	0	0	0.00	0.08	0	0.0	00422.577458	5159.968016	0.999428987503	01:57:23.050
0	0	0	0.05	0.16	0	0.0	00422.577458	5159.968016	0.999452114105	01:57:24.050
0	0	0	0.02	0.09	0	0.0	00422.577457	5159.968017	1.00099205971	01:57:25.049
0	0	0	0.00	-0.00	0	0.0	00422.577457	5159.968018	0.999438047409	01:57:26.050
0	0	0	-0.00	0.00	0	0.0	00422.577456	5159.968019	0.999693870544	01:57:27.050
0	0	0	0.03	0.04	0	0.0	00422.577455	5159.968019	1.00040102005	01:57:28.050
0	0	0	0.06	0.14	0	0.0	00422.577454	5159.968019	0.999746084213	01:57:29.050
0	0	0	0.02	0.10	0	0.0	00422.577454	5159.968019	1.00146198273	01:57:30.050
0	0	0	0.07	0.17	0	0.0	00422.577454	5159.968020	0.998620033264	01:57:31.051
0	0	0	0.01	0.15	0	0.0	00422.577453	5159.968020	0.999952077866	01:57:32.050
0	0	0	0.03	0.13	0	0.0	00422.577454	5159.968021	0.99952507019	01:57:33.050
0	0	0	0.05	0.18	0	0.0	00422.577454	5159.968022	0.999392032623	01:57:34.050
0	0	0	0.08	0.30	0	0.0	00422.577454	5159.968022	0.999978065491	01:57:35.049
0	0	0	0.06	0.15	0	0.0	00422.577454	5159.968023	1.00259900093	01:57:36.049
0	0	0	0.06	0.17	0	0.0	00422.577454	5159.968023	0.999895095825	01:57:37.052
0	0	0	0.06	0.20	0	0.0	00422.577453	5159.968024	1.00001692772	01:57:38.052
0	0	0	0.02	0.01	0	0.0	00422.577452	5159.968025	0.997960090637	01:57:39.052
0	0	0	0.02	0.18	0	0.0	00422.577453	5159.968027	1.00051093102	01:57:40.050
0	0	0	0.05	0.26	0	0.0	00422.577453	5159.968028	0.999300003052	01:57:41.050
0	0	0	0.06	0.28	0	0.0	00422.577453	5159.968029	0.999887943268	01:57:42.050
0	0	0	0.03	0.08	0	0.0	00422.577453	5159.968030	1.00028800964	01:57:43.049
