1, throttle, -1, -1
20, Current, 3.65, 17:49:36.448
21, Current, 3.53, 17:49:36.844
22, Current, 3.38, 17:49:37.272
23, Current, 3.36, 17:49:37.727
24, Current, 3.39, 17:49:38.329
25, Current, 3.37, 17:49:38.788
26, Current, 3.42, 17:49:39.500
27, Current, 3.39, 17:49:39.950
28, Current, 3.37, 17:49:40.396
29, Current, 3.37, 17:49:40.837
30, Current, 3.58, 17:49:41.274
31, Current, 3.42, 17:49:41.710
32, Current, 3.31, 17:49:42.142
33, Current, 3.39, 17:49:42.579
34, Current, 3.6, 17:49:43.029
35, Current, 3.46, 17:49:43.462
36, Current, 3.4, 17:49:43.898
37, Current, 3.49, 17:49:44.338
38, Current, 3.54, 17:49:44.778
39, Current, 3.46, 17:49:45.435
40, Current, 3.53, 17:49:45.887
41, Current, 3.41, 17:49:46.329
42, Current, 3.63, 17:49:46.761
43, Current, 3.36, 17:49:47.231
44, Current, 3.48, 17:49:47.672
45, Current, 3.48, 17:49:48.119
46, Current, 3.36, 17:49:48.554
47, Current, 3.39, 17:49:49.078
48, Current, 3.31, 17:49:49.514
49, Current, 3.4, 17:49:49.957
50, Current, 3.49, 17:49:50.395
51, Current, 3.38, 17:49:51.089
52, Current, 3.39, 17:49:51.540
53, Current, 3.59, 17:49:51.983
54, Current, 3.39, 17:49:52.450
55, Current, 3.38, 17:49:52.896
56, Current, 3.56, 17:49:53.338
57, Current, 3.4, 17:49:53.794
58, Current, 3.51, 17:49:54.243
59, Current, 3.33, 17:49:54.681
60, Current, 3.41, 17:49:55.138
61, Current, 3.53, 17:49:55.587
62, Current, 3.41, 17:49:56.030
63, Current, 3.61, 17:49:56.466
64, Current, 3.44, 17:49:57.114
65, Current, 3.63, 17:49:57.616
66, Current, 3.33, 17:49:58.055
67, Current, 3.58, 17:49:58.494
68, Current, 3.73, 17:49:59.070
69, Current, 3.53, 17:49:59.714
70, Current, 3.36, 17:50:00.154
71, Current, 3.37, 17:50:00.603
72, Current, 3.32, 17:50:01.048
73, Current, 3.32, 17:50:01.494
74, Current, 3.39, 17:50:01.937
75, Current, 3.36, 17:50:02.377
76, Current, 3.5, 17:50:03.051
77, Current, 3.45, 17:50:03.481
78, Current, 3.35, 17:50:03.922
79, Current, 3.36, 17:50:04.374
80, Current, 3.54, 17:50:04.806
81, Current, 3.34, 17:50:05.253
82, Current, 3.4, 17:50:05.682
83, Current, 3.36, 17:50:06.137
84, Current, 3.38, 17:50:06.582
85, Current, 3.39, 17:50:07.024
86, Current, 3.29, 17:50:07.460
1, Current, -1, -1
2, Current, 4.19, 17:49:28.340
3, Current, 4.19, 17:49:28.340
4, Current, 4.19, 17:49:28.340
5, Current, 1.24, 17:49:29.549
6, Current, 1.22, 17:49:29.982
7, Current, 1.22, 17:49:30.444
8, Current, 1.21, 17:49:30.908
9, Current, 1.22, 17:49:31.364
10, Current, 1.25, 17:49:31.813
11, Current, 1.28, 17:49:32.242
12, Current, 1.25, 17:49:32.660
13, Current, 1.25, 17:49:33.112
14, Current, 1.24, 17:49:33.830
15, Current, 1.27, 17:49:34.228
16, Current, 1.31, 17:49:34.638
17, Current, 1.19, 17:49:35.045
18, Current, 1.24, 17:49:35.501
19, Current, 1.27, 17:49:36.015
20, Current, 1.35, 17:49:36.448
21, Current, 1.22, 17:49:36.844
22, Current, 1.23, 17:49:37.272
23, Current, 1.24, 17:49:37.727
24, Current, 1.23, 17:49:38.329
25, Current, 1.25, 17:49:38.788
26, Current, 1.22, 17:49:39.500
27, Current, 1.25, 17:49:39.950
28, Current, 1.21, 17:49:40.396
29, Current, 1.25, 17:49:40.837
30, Current, 1.21, 17:49:41.274
31, Current, 1.25, 17:49:41.710
32, Current, 1.22, 17:49:42.142
33, Current, 1.26, 17:49:42.579
34, Current, 1.2, 17:49:43.029
35, Current, 1.21, 17:49:43.462
36, Current, 1.26, 17:49:43.898
37, Current, 1.21, 17:49:44.338
38, Current, 1.28, 17:49:44.778
39, Current, 1.23, 17:49:45.435
40, Current, 1.21, 17:49:45.887
41, Current, 1.25, 17:49:46.329
42, Current, 1.21, 17:49:46.761
43, Current, 1.21, 17:49:47.231
44, Current, 1.23, 17:49:47.672
45, Current, 1.19, 17:49:48.119
46, Current, 1.22, 17:49:48.554
47, Current, 1.23, 17:49:49.078
48, Current, 1.2, 17:49:49.514
49, Current, 1.28, 17:49:49.957
50, Current, 1.27, 17:49:50.395
51, Current, 1.21, 17:49:51.089
52, Current, 1.22, 17:49:51.540
53, Current, 1.2, 17:49:51.983
54, Current, 1.21, 17:49:52.450
55, Current, 1.23, 17:49:52.896
56, Current, 1.21, 17:49:53.338
57, Current, 1.21, 17:49:53.794
58, Current, 1.23, 17:49:54.243
59, Current, 1.25, 17:49:54.681
60, Current, 1.24, 17:49:55.138
61, Current, 1.2, 17:49:55.587
62, Current, 1.23, 17:49:56.030
63, Current, 1.26, 17:49:56.466
64, Current, 1.2, 17:49:57.114
65, Current, 1.2, 17:49:57.616
66, Current, 1.24, 17:49:58.055
67, Current, 1.19, 17:49:58.494
68, Current, 1.19, 17:49:59.070
69, Current, 1.2, 17:49:59.714
70, Current, 1.21, 17:50:00.154
71, Current, 1.22, 17:50:00.603
72, Current, 1.19, 17:50:01.048
73, Current, 1.2, 17:50:01.494
74, Current, 1.24, 17:50:01.937
75, Current, 1.19, 17:50:02.377
76, Current, 1.22, 17:50:03.051
77, Current, 1.21, 17:50:03.481
78, Current, 1.2, 17:50:03.922
79, Current, 1.23, 17:50:04.374
80, Current, 1.19, 17:50:04.806
81, Current, 1.25, 17:50:05.253
82, Current, 1.22, 17:50:05.682
83, Current, 1.18, 17:50:06.137
84, Current, 1.21, 17:50:06.582
85, Current, 1.21, 17:50:07.024
86, Current, 1.23, 17:50:07.460
