1, throttle, -1, -1
106, , , None, 15:42:26.579
107, , , None, 15:42:26.651
108, , , None, 15:42:26.727
109, , , None, 15:42:26.798
110, , , None, 15:42:26.869
111, , , None, 15:42:26.945
112, , , None, 15:42:27.018
113, , , None, 15:42:27.096
114, , , None, 15:42:27.176
115, , , None, 15:42:27.259
116, , , None, 15:42:27.341
117, , , None, 15:42:27.416
118, , , None, 15:42:27.500
119, , , None, 15:42:27.582
120, , , None, 15:42:27.665
121, , , None, 15:42:27.746
122, , , None, 15:42:27.876
123, , , None, 15:42:27.949
124, , , None, 15:42:28.026
125, , , None, 15:42:28.119
126, , , None, 15:42:28.196
127, , , None, 15:42:28.281
128, , , None, 15:42:28.357
129, , , None, 15:42:28.434
130, , , None, 15:42:28.509
131, , , None, 15:42:28.581
132, , , None, 15:42:28.657
133, , , None, 15:42:28.874
134, , , None, 15:42:28.955
135, , , None, 15:42:29.030
136, , , None, 15:42:29.107
137, , , None, 15:42:29.186
138, , , None, 15:42:29.270
139, , , None, 15:42:29.349
140, , , None, 15:42:29.431
141, , , None, 15:42:29.508
142, , , None, 15:42:29.587
143, , , None, 15:42:29.661
144, , , None, 15:42:29.738
145, , , None, 15:42:29.819
146, , , None, 15:42:29.899
147, , , None, 15:42:29.978
148, , , None, 15:42:30.055
149, , , None, 15:42:30.133
150, , , None, 15:42:30.214
151, , , None, 15:42:30.287
152, , , None, 15:42:30.361
153, , , None, 15:42:30.436
154, , , None, 15:42:30.515
155, , , None, 15:42:30.591
156, , , None, 15:42:30.672
157, , , None, 15:42:30.748
158, , , None, 15:42:30.824
159, , , None, 15:42:30.898
160, , , None, 15:42:30.977
161, , , None, 15:42:31.048
162, , , None, 15:42:31.124
163, , , None, 15:42:31.196
164, , , None, 15:42:31.267
165, , , None, 15:42:31.339
166, , , None, 15:42:31.416
167, , , None, 15:42:31.494
168, , , None, 15:42:31.578
