1, throttle, -1, -1
85, rpm, 15, 15:42:25.091
86, rpm, 15, 15:42:25.179
87, rpm, 15, 15:42:25.275
88, rpm, 15, 15:42:25.275
89, rpm, 15, 15:42:25.396
90, rpm, 15, 15:42:25.457
91, rpm, 15, 15:42:25.518
92, rpm, 15, 15:42:25.584
93, rpm, 15, 15:42:25.584
94, rpm, 15, 15:42:25.707
95, rpm, 15, 15:42:25.769
96, rpm, 15, 15:42:25.829
97, rpm, 15, 15:42:25.829
98, rpm, 15, 15:42:25.956
99, rpm, 15, 15:42:26.035
100, rpm, 15, 15:42:26.108
101, rpm, 15, 15:42:26.184
102, rpm, 15, 15:42:26.264
103, rpm, 15, 15:42:26.340
104, rpm, 15, 15:42:26.422
105, rpm, 15, 15:42:26.499
106, rpm, 15, 15:42:26.579
107, rpm, 15, 15:42:26.651
108, rpm, 15, 15:42:26.727
109, rpm, 15, 15:42:26.798
110, rpm, 15, 15:42:26.869
111, rpm, 15, 15:42:26.945
112, rpm, 15, 15:42:26.945
113, rpm, 15, 15:42:27.096
114, rpm, 15, 15:42:27.176
115, rpm, 15, 15:42:27.259
116, rpm, 15, 15:42:27.341
117, rpm, 15, 15:42:27.341
118, rpm, 15, 15:42:27.500
119, rpm, 15, 15:42:27.582
120, rpm, 15, 15:42:27.665
121, rpm, 15, 15:42:27.746
122, rpm, 15, 15:42:27.876
123, rpm, 15, 15:42:27.949
124, rpm, 15, 15:42:28.026
125, rpm, 15, 15:42:28.119
126, rpm, 15, 15:42:28.196
127, rpm, 15, 15:42:28.281
128, rpm, 15, 15:42:28.357
129, rpm, 15, 15:42:28.434
130, rpm, 15, 15:42:28.509
131, rpm, 15, 15:42:28.581
132, rpm, 15, 15:42:28.657
133, rpm, 15, 15:42:28.874
134, rpm, 15, 15:42:28.955
135, rpm, 15, 15:42:29.030
136, rpm, 15, 15:42:29.107
137, rpm, 15, 15:42:29.186
138, rpm, 15, 15:42:29.270
139, rpm, 15, 15:42:29.349
140, rpm, 15, 15:42:29.431
141, rpm, 15, 15:42:29.508
142, rpm, 15, 15:42:29.587
143, rpm, 15, 15:42:29.661
144, rpm, 15, 15:42:29.661
145, rpm, 15, 15:42:29.819
146, rpm, 15, 15:42:29.819
147, rpm, 15, 15:42:29.978
148, rpm, 15, 15:42:30.055
149, rpm, 15, 15:42:30.133
150, rpm, 15, 15:42:30.214
151, rpm, 15, 15:42:30.287
152, rpm, 15, 15:42:30.361
153, rpm, 15, 15:42:30.436
154, rpm, 15, 15:42:30.515
155, rpm, 15, 15:42:30.591
156, rpm, 15, 15:42:30.672
157, rpm, 15, 15:42:30.748
158, rpm, 15, 15:42:30.824
159, rpm, 15, 15:42:30.898
160, rpm, 15, 15:42:30.977
161, rpm, 15, 15:42:31.048
162, rpm, 15, 15:42:31.124
163, rpm, 15, 15:42:31.196
164, rpm, 15, 15:42:31.267
165, rpm, 15, 15:42:31.267
166, rpm, 15, 15:42:31.416
167, rpm, 15, 15:42:31.494
168, rpm, 15, 15:42:31.578
1, current, -1, -1
2, current, 27.51, 15:42:18.739
3, current, 27.62, 15:42:18.807
4, current, 27.83, 15:42:18.868
5, current, 27.83, 15:42:18.868
6, current, 27.91, 15:42:18.988
7, current, 27.98, 15:42:19.049
8, current, 27.83, 15:42:19.109
9, current, 27.83, 15:42:19.109
10, current, 28.7, 15:42:19.238
11, current, 28.16, 15:42:19.305
12, current, 28.41, 15:42:19.378
13, current, 28.7, 15:42:19.451
14, current, 28.45, 15:42:19.529
15, current, 28.37, 15:42:19.605
16, current, 28.27, 15:42:19.680
17, current, 28.34, 15:42:19.758
18, current, 28.34, 15:42:19.831
19, current, 28.34, 15:42:19.908
20, current, 28.45, 15:42:19.985
21, current, 28.27, 15:42:20.071
22, current, 28.84, 15:42:20.151
23, current, 28.99, 15:42:20.231
24, current, 28.92, 15:42:20.309
25, current, 28.84, 15:42:20.389
26, current, 28.81, 15:42:20.470
27, current, 28.81, 15:42:20.550
28, current, 28.88, 15:42:20.634
29, current, 28.95, 15:42:20.718
30, current, 28.95, 15:42:20.797
31, current, 28.99, 15:42:20.876
32, current, 29.06, 15:42:20.956
33, current, 29.1, 15:42:21.032
34, current, 29.2, 15:42:21.109
35, current, 29.13, 15:42:21.188
36, current, 29.42, 15:42:21.266
37, current, 29.24, 15:42:21.346
38, current, 29.17, 15:42:21.428
39, current, 29.2, 15:42:21.508
40, current, 29.28, 15:42:21.584
41, current, 29.28, 15:42:21.584
42, current, 29.28, 15:42:21.739
43, current, 29.17, 15:42:21.818
44, current, 29.28, 15:42:21.899
45, current, 29.17, 15:42:22.036
46, current, 29.6, 15:42:22.109
47, current, 29.71, 15:42:22.187
48, current, 29.71, 15:42:22.265
49, current, 29.28, 15:42:22.346
50, current, 29.42, 15:42:22.427
51, current, 29.02, 15:42:22.508
52, current, 29.02, 15:42:22.586
53, current, 29.13, 15:42:22.667
54, current, 29.2, 15:42:22.748
55, current, 29.1, 15:42:22.827
56, current, 29.1, 15:42:22.908
57, current, 29.02, 15:42:22.987
58, current, 29.28, 15:42:23.067
59, current, 29.28, 15:42:23.140
60, current, 29.13, 15:42:23.218
61, current, 28.99, 15:42:23.296
62, current, 28.99, 15:42:23.381
63, current, 29.2, 15:42:23.460
64, current, 29.42, 15:42:23.538
65, current, 29.31, 15:42:23.615
66, current, 29.02, 15:42:23.693
67, current, 29.02, 15:42:23.770
68, current, 29.02, 15:42:23.846
69, current, 29.2, 15:42:23.929
70, current, 29.17, 15:42:24.012
71, current, 29.06, 15:42:24.116
72, current, 29.2, 15:42:24.200
73, current, 28.99, 15:42:24.285
74, current, 29.1, 15:42:24.363
75, current, 29.64, 15:42:24.430
76, current, 29.39, 15:42:24.497
77, current, 28.99, 15:42:24.560
78, current, 29.2, 15:42:24.625
79, current, 29.2, 15:42:24.625
80, current, 29.24, 15:42:24.749
81, current, 29.46, 15:42:24.818
82, current, 28.92, 15:42:24.878
83, current, 28.92, 15:42:24.878
84, current, 28.99, 15:42:25.012
85, current, 29.42, 15:42:25.091
86, current, 29.24, 15:42:25.179
87, current, 29.39, 15:42:25.275
88, current, 29.39, 15:42:25.275
89, current, 29.53, 15:42:25.396
90, current, 29.42, 15:42:25.457
91, current, 29.2, 15:42:25.518
92, current, 29.2, 15:42:25.584
93, current, 29.2, 15:42:25.584
94, current, 29.06, 15:42:25.707
95, current, 28.81, 15:42:25.769
96, current, 28.88, 15:42:25.829
97, current, 28.88, 15:42:25.829
98, current, 29.49, 15:42:25.956
99, current, 28.84, 15:42:26.035
100, current, 29.28, 15:42:26.108
101, current, 29.24, 15:42:26.184
102, current, 29.31, 15:42:26.264
103, current, 29.24, 15:42:26.340
104, current, 28.88, 15:42:26.422
105, current, 28.99, 15:42:26.499
106, current, 29.24, 15:42:26.579
107, current, 29.06, 15:42:26.651
108, current, 28.84, 15:42:26.727
109, current, 28.81, 15:42:26.798
110, current, 28.84, 15:42:26.869
111, current, 28.88, 15:42:26.945
112, current, 28.88, 15:42:26.945
113, current, 28.95, 15:42:27.096
114, current, 28.77, 15:42:27.176
115, current, 28.77, 15:42:27.259
116, current, 28.7, 15:42:27.341
117, current, 28.7, 15:42:27.341
118, current, 29.24, 15:42:27.500
119, current, 28.84, 15:42:27.582
120, current, 28.99, 15:42:27.665
121, current, 28.7, 15:42:27.746
122, current, 28.66, 15:42:27.876
123, current, 28.66, 15:42:27.949
124, current, 28.63, 15:42:28.026
125, current, 28.41, 15:42:28.119
126, current, 28.7, 15:42:28.196
127, current, 28.81, 15:42:28.281
128, current, 28.81, 15:42:28.357
129, current, 28.88, 15:42:28.434
130, current, 28.77, 15:42:28.509
131, current, 28.7, 15:42:28.581
132, current, 28.52, 15:42:28.657
133, current, 28.88, 15:42:28.874
134, current, 28.16, 15:42:28.955
135, current, 28.27, 15:42:29.030
136, current, 28.16, 15:42:29.107
137, current, 28.27, 15:42:29.186
138, current, 28.48, 15:42:29.270
139, current, 28.41, 15:42:29.349
140, current, 27.62, 15:42:29.431
141, current, 27.91, 15:42:29.508
142, current, 27.87, 15:42:29.587
143, current, 27.94, 15:42:29.661
144, current, 27.94, 15:42:29.661
145, current, 28.12, 15:42:29.819
146, current, 28.12, 15:42:29.819
147, current, 28.01, 15:42:29.978
148, current, 27.94, 15:42:30.055
149, current, 28.27, 15:42:30.133
150, current, 27.98, 15:42:30.214
151, current, 28.01, 15:42:30.287
152, current, 27.87, 15:42:30.361
153, current, 27.76, 15:42:30.436
154, current, 27.72, 15:42:30.515
155, current, 27.47, 15:42:30.591
156, current, 27.83, 15:42:30.672
157, current, 27.87, 15:42:30.748
158, current, 28.05, 15:42:30.824
159, current, 27.29, 15:42:30.898
160, current, 27.33, 15:42:30.977
161, current, 27.22, 15:42:31.048
162, current, 27.26, 15:42:31.124
163, current, 27.15, 15:42:31.196
164, current, 27.18, 15:42:31.267
165, current, 27.18, 15:42:31.267
166, current, 27.26, 15:42:31.416
167, current, 27, 15:42:31.494
168, current, 26.53, 15:42:31.578
1, votlage, -1, -1
2, votlage, -0.17, 15:42:18.739
3, votlage, -0.14, 15:42:18.807
4, votlage, -0.08, 15:42:18.868
5, votlage, -0.08, 15:42:18.868
6, votlage, -0.02, 15:42:18.988
7, votlage, 0.01, 15:42:19.049
8, votlage, -0.08, 15:42:19.109
9, votlage, -0.08, 15:42:19.109
10, votlage, 0.36, 15:42:19.238
11, votlage, 0.05, 15:42:19.305
12, votlage, 0.2, 15:42:19.378
13, votlage, 0.23, 15:42:19.451
14, votlage, -0.02, 15:42:19.529
15, votlage, 0.01, 15:42:19.605
16, votlage, -0.11, 15:42:19.680
17, votlage, -0.05, 15:42:19.758
18, votlage, -0.08, 15:42:19.831
19, votlage, -0.08, 15:42:19.908
20, votlage, -0.08, 15:42:19.985
21, votlage, -0.11, 15:42:20.071
22, votlage, 0.14, 15:42:20.151
23, votlage, 0.2, 15:42:20.231
24, votlage, 0.17, 15:42:20.309
25, votlage, -0.02, 15:42:20.389
26, votlage, -0.05, 15:42:20.470
27, votlage, -0.08, 15:42:20.550
28, votlage, -0.02, 15:42:20.634
29, votlage, -0.08, 15:42:20.718
30, votlage, -0.08, 15:42:20.797
31, votlage, -0.08, 15:42:20.876
32, votlage, -0.05, 15:42:20.956
33, votlage, -0.08, 15:42:21.032
34, votlage, -0.05, 15:42:21.109
35, votlage, -0.05, 15:42:21.188
36, votlage, 0.08, 15:42:21.266
37, votlage, -0.05, 15:42:21.346
38, votlage, -0.08, 15:42:21.428
39, votlage, -0.02, 15:42:21.508
40, votlage, -0.05, 15:42:21.584
41, votlage, -0.05, 15:42:21.584
42, votlage, -0.05, 15:42:21.739
43, votlage, -0.08, 15:42:21.818
44, votlage, -0.02, 15:42:21.899
45, votlage, -0.11, 15:42:22.036
46, votlage, 0.17, 15:42:22.109
47, votlage, 0.23, 15:42:22.187
48, votlage, 0.17, 15:42:22.265
49, votlage, -0.02, 15:42:22.346
50, votlage, 0.08, 15:42:22.427
51, votlage, -0.05, 15:42:22.508
52, votlage, -0.02, 15:42:22.586
53, votlage, -0.08, 15:42:22.667
54, votlage, 0.01, 15:42:22.748
55, votlage, -0.05, 15:42:22.827
56, votlage, -0.08, 15:42:22.908
57, votlage, -0.05, 15:42:22.987
58, votlage, 0.05, 15:42:23.067
59, votlage, 0.01, 15:42:23.140
60, votlage, -0.05, 15:42:23.218
61, votlage, -0.05, 15:42:23.296
62, votlage, -0.08, 15:42:23.381
63, votlage, 0.01, 15:42:23.460
64, votlage, 0.14, 15:42:23.538
65, votlage, 0.14, 15:42:23.615
66, votlage, -0.05, 15:42:23.693
67, votlage, -0.02, 15:42:23.770
68, votlage, -0.05, 15:42:23.846
69, votlage, 0.05, 15:42:23.929
70, votlage, -0.05, 15:42:24.012
71, votlage, -0.02, 15:42:24.116
72, votlage, 0.05, 15:42:24.200
73, votlage, -0.05, 15:42:24.285
74, votlage, -0.02, 15:42:24.363
75, votlage, 0.26, 15:42:24.430
76, votlage, 0.23, 15:42:24.497
77, votlage, -0.14, 15:42:24.560
78, votlage, -0.02, 15:42:24.625
79, votlage, -0.02, 15:42:24.625
80, votlage, -0.02, 15:42:24.749
81, votlage, 0.14, 15:42:24.818
82, votlage, -0.11, 15:42:24.878
83, votlage, -0.11, 15:42:24.878
84, votlage, -0.02, 15:42:25.012
85, votlage, 0.29, 15:42:25.091
86, votlage, 0.11, 15:42:25.179
87, votlage, 0.17, 15:42:25.275
88, votlage, 0.17, 15:42:25.275
89, votlage, 0.26, 15:42:25.396
90, votlage, 0.23, 15:42:25.457
91, votlage, 0.11, 15:42:25.518
92, votlage, 0.08, 15:42:25.584
93, votlage, 0.08, 15:42:25.584
94, votlage, -0.02, 15:42:25.707
95, votlage, -0.14, 15:42:25.769
96, votlage, -0.08, 15:42:25.829
97, votlage, -0.08, 15:42:25.829
98, votlage, 0.26, 15:42:25.956
99, votlage, -0.08, 15:42:26.035
100, votlage, 0.17, 15:42:26.108
101, votlage, 0.17, 15:42:26.184
102, votlage, 0.23, 15:42:26.264
103, votlage, 0.14, 15:42:26.340
104, votlage, -0.08, 15:42:26.422
105, votlage, 0.01, 15:42:26.499
106, votlage, 0.14, 15:42:26.579
107, votlage, 0.08, 15:42:26.651
108, votlage, -0.05, 15:42:26.727
109, votlage, -0.08, 15:42:26.798
110, votlage, -0.05, 15:42:26.869
111, votlage, 0.01, 15:42:26.945
112, votlage, 0.01, 15:42:26.945
113, votlage, -0.05, 15:42:27.096
114, votlage, -0.02, 15:42:27.176
115, votlage, -0.05, 15:42:27.259
116, votlage, -0.05, 15:42:27.341
117, votlage, -0.05, 15:42:27.341
118, votlage, 0.23, 15:42:27.500
119, votlage, -0.02, 15:42:27.582
120, votlage, 0.11, 15:42:27.665
121, votlage, -0.02, 15:42:27.746
122, votlage, 0.01, 15:42:27.876
123, votlage, 0.01, 15:42:27.949
124, votlage, -0.02, 15:42:28.026
125, votlage, -0.05, 15:42:28.119
126, votlage, 0.01, 15:42:28.196
127, votlage, -0.05, 15:42:28.281
128, votlage, 0.14, 15:42:28.357
129, votlage, 0.01, 15:42:28.434
130, votlage, 0.08, 15:42:28.509
131, votlage, 0.01, 15:42:28.581
132, votlage, -0.02, 15:42:28.657
133, votlage, 0.2, 15:42:28.874
134, votlage, -0.08, 15:42:28.955
135, votlage, 0.01, 15:42:29.030
136, votlage, -0.08, 15:42:29.107
137, votlage, 0.17, 15:42:29.186
138, votlage, 0.14, 15:42:29.270
139, votlage, 0.14, 15:42:29.349
140, votlage, 0.01, 15:42:29.431
141, votlage, -0.05, 15:42:29.508
142, votlage, -0.08, 15:42:29.587
143, votlage, -0.05, 15:42:29.661
144, votlage, -0.05, 15:42:29.661
145, votlage, -0.05, 15:42:29.819
146, votlage, -0.05, 15:42:29.819
147, votlage, -0.05, 15:42:29.978
148, votlage, -0.02, 15:42:30.055
149, votlage, 0.17, 15:42:30.133
150, votlage, 0.05, 15:42:30.214
151, votlage, 0.05, 15:42:30.287
152, votlage, -0.05, 15:42:30.361
153, votlage, -0.08, 15:42:30.436
154, votlage, -0.02, 15:42:30.515
155, votlage, -0.11, 15:42:30.591
156, votlage, 0.11, 15:42:30.672
157, votlage, 0.17, 15:42:30.748
158, votlage, 0.2, 15:42:30.824
159, votlage, -0.11, 15:42:30.898
160, votlage, -0.05, 15:42:30.977
161, votlage, -0.05, 15:42:31.048
162, votlage, 0.08, 15:42:31.124
163, votlage, -0.11, 15:42:31.196
164, votlage, -0.05, 15:42:31.267
165, votlage, -0.05, 15:42:31.267
166, votlage, -0.02, 15:42:31.416
167, votlage, -0.05, 15:42:31.494
168, votlage, 0.08, 15:42:31.578
1, , , None, 15:42:18.684
2, , , None, 15:42:18.739
3, , , None, 15:42:18.807
4, , , None, 15:42:18.868
5, , , None, 15:42:18.929
6, , , None, 15:42:18.988
7, , , None, 15:42:19.049
8, , , None, 15:42:19.109
9, , , None, 15:42:19.174
10, , , None, 15:42:19.238
11, , , None, 15:42:19.305
12, , , None, 15:42:19.378
13, , , None, 15:42:19.451
14, , , None, 15:42:19.529
15, , , None, 15:42:19.605
16, , , None, 15:42:19.680
17, , , None, 15:42:19.758
18, , , None, 15:42:19.831
19, , , None, 15:42:19.908
20, , , None, 15:42:19.985
21, , , None, 15:42:20.071
22, , , None, 15:42:20.151
23, , , None, 15:42:20.231
24, , , None, 15:42:20.309
25, , , None, 15:42:20.389
26, , , None, 15:42:20.470
27, , , None, 15:42:20.550
28, , , None, 15:42:20.634
29, , , None, 15:42:20.718
30, , , None, 15:42:20.797
31, , , None, 15:42:20.876
32, , , None, 15:42:20.956
33, , , None, 15:42:21.032
34, , , None, 15:42:21.109
35, , , None, 15:42:21.188
36, , , None, 15:42:21.266
37, , , None, 15:42:21.346
38, , , None, 15:42:21.428
39, , , None, 15:42:21.508
40, , , None, 15:42:21.584
41, , , None, 15:42:21.660
42, , , None, 15:42:21.739
43, , , None, 15:42:21.818
44, , , None, 15:42:21.899
45, , , None, 15:42:22.036
46, , , None, 15:42:22.109
47, , , None, 15:42:22.187
48, , , None, 15:42:22.265
49, , , None, 15:42:22.346
50, , , None, 15:42:22.427
51, , , None, 15:42:22.508
52, , , None, 15:42:22.586
53, , , None, 15:42:22.667
54, , , None, 15:42:22.748
55, , , None, 15:42:22.827
56, , , None, 15:42:22.908
57, , , None, 15:42:22.987
58, , , None, 15:42:23.067
59, , , None, 15:42:23.140
60, , , None, 15:42:23.218
61, , , None, 15:42:23.296
62, , , None, 15:42:23.381
63, , , None, 15:42:23.460
64, , , None, 15:42:23.538
65, , , None, 15:42:23.615
66, , , None, 15:42:23.693
67, , , None, 15:42:23.770
68, , , None, 15:42:23.846
69, , , None, 15:42:23.929
70, , , None, 15:42:24.012
71, , , None, 15:42:24.116
72, , , None, 15:42:24.200
73, , , None, 15:42:24.285
74, , , None, 15:42:24.363
75, , , None, 15:42:24.430
76, , , None, 15:42:24.497
77, , , None, 15:42:24.560
78, , , None, 15:42:24.625
79, , , None, 15:42:24.688
80, , , None, 15:42:24.749
81, , , None, 15:42:24.818
82, , , None, 15:42:24.878
83, , , None, 15:42:24.940
84, , , None, 15:42:25.012
85, , , None, 15:42:25.091
86, , , None, 15:42:25.179
87, , , None, 15:42:25.275
88, , , None, 15:42:25.337
89, , , None, 15:42:25.396
90, , , None, 15:42:25.457
91, , , None, 15:42:25.518
92, , , None, 15:42:25.584
93, , , None, 15:42:25.647
94, , , None, 15:42:25.707
95, , , None, 15:42:25.769
96, , , None, 15:42:25.829
97, , , None, 15:42:25.894
98, , , None, 15:42:25.956
99, , , None, 15:42:26.035
100, , , None, 15:42:26.108
101, , , None, 15:42:26.184
102, , , None, 15:42:26.264
103, , , None, 15:42:26.340
104, , , None, 15:42:26.422
105, , , None, 15:42:26.499
